1     3.29827337e-04   6.25968969e-05
2     3.13478173e-04   4.73637228e-05
3     3.31941410e-04   3.97174008e-05
4     3.07766895e-04   3.22180094e-05
5     3.77179589e-04   2.85528804e-05
6     2.42402035e-04   2.46412419e-05
7     2.58748507e-04   2.18596069e-05
8     2.63782073e-04   2.10581729e-05
9     1.83474505e-04   1.85824156e-05
10    1.73614768e-04   1.84490764e-05
11    1.33042166e-04   1.75790574e-05
12    1.17799675e-04   1.60263899e-05
13    7.55953224e-05   1.68674105e-05
14    5.63010253e-05   1.61386997e-05
15    5.74585720e-05   1.70476451e-05
16    8.74085526e-05   1.94892782e-05
