020.       2.79992004E-04   9.45418069E-05
022.       3.13187891E-04   7.77613241E-05
025.       1.49437590E-04   6.62792809E-05
029.       2.57206615E-04   5.61397574E-05
033.       2.59939668E-04   4.94813721E-05
040.       2.38992972E-04   4.96484536E-05
045.       2.38188848E-04   4.93853950E-05
050.       2.62510672E-04   5.02623188E-05
059.       2.10548140E-04   4.29762222E-05
067.       1.91989937E-04   4.34355607E-05
077.       3.36025725E-04   4.36751434E-05
091.       1.44906924E-04   4.00874778E-05
100.       2.16707005E-04   4.23295824E-05
111.       1.00288482E-04   4.31917251E-05
125.       9.01489984E-05   4.56368180E-05
143.       9.01489984E-05   4.56368180E-05
