1     2.79992004e-04   9.45418069e-05
2     3.13187891e-04   7.77613241e-05
3     1.49437590e-04   6.62792809e-05
4     2.57206615e-04   5.61397574e-05
5     2.59939668e-04   4.94813721e-05
6     2.38992972e-04   4.96484536e-05
7     2.38188848e-04   4.93853950e-05
8     2.62510672e-04   5.02623188e-05
9     2.10548140e-04   4.29762222e-05
10    1.91989937e-04   4.34355607e-05
11    3.36025725e-04   4.36751434e-05
12    1.44906924e-04   4.00874778e-05
13    2.16707005e-04   4.23295824e-05
14    1.00288482e-04   4.31917251e-05
15    9.01489984e-05   4.56368180e-05
16    9.01489984e-05   4.56368180e-05
