020. 1.1004798E-04  6.5754364E-05
022. 9.6261479E-05  5.2429830E-05
025. 2.0394330E-06  4.1406882E-05
029. 8.5561645E-05  3.4482058E-05
033. 6.4293031E-06  2.9045945E-05
040. 3.9124698E-05  2.3767341E-05
045. -2.0736663E-06  2.0345577E-05
050. -3.5466168E-05  1.8867329E-05
067. -1.0865389E-04  1.5777996E-05
077. -1.3858575E-04  1.6207006E-05
100. -1.6681130E-04  1.6736069E-05
111. -1.5597051E-04  1.6392392E-05
125. -1.9134083E-04  1.6735141E-05
143. -1.7724362E-04  1.8895989E-05
